,index,clean,injury_report
306,756,A funky clever double play eliminated runners scoring position Duffy got long inning without damage done Hes thrown pitches three Royals,0
307,8593,Gerrit Cole Aroldis Chapman introduced AllStar Game They received boos httpstcoXMtwRgPtl,0
308,10880,Jonathan India shaken sliding stop second base A trainer David Bell check Reds,1
309,6714,httpstcoTHIqyDO,0
310,10726,Arroyo said weather Worcester made tricky rehab assignment four atbats Saturday felt like enough RedSox,1
311,13744,Browns Stefanski said CB Denzel Ward soreness getting close practicing,1
312,4000,english choking english choking,0
313,253,Mets alltime home run leaders Darryl Strawberry Lucas Duda Todd Hundley Kevin McReynolds Michael Conforto Edgardo Alfonzo,0
314,11340,Matt Chapmans got stomach flu Bob Melvin said He dehydrated went hospital bit released,1
315,8829,Shinguard Mike Yastrzemski stopped His solo homer gets Giants board first,0
316,708,Hoyer says rookie LHP Justin Steele stretched well twoinning role I think going certainly try put role face lineup couple times rotation,0
317,8479,Chris Paul sniff Steph level play This good thing lol,0
318,2157,The BlueJays take Orioles round week June good bad terrible fine past week stable look,0
319,10372,Whit Merrifields base hit took weird hop avoid Amed Rosarios glove gives Royals lead top third inning,0
320,451,Tonight Nolan Arenado starts third base Coors Field member away team On July member home team Arenado AllStar voted starter NL,0
321,1181,TV Sports ratings generally going httpstcoyaewyxOl,0
322,12984,Mets players currently day injured list Robert Stock Robert Gsellman Noah Syndergaard Carlos Carrasco Jordan Yamamoto Corey Oswalt José Martínez Joey Lucchesi Dellin Betances,1
323,4483,Phillies rotation weekend vs Marlins Friday G LHP Matt Moore Friday G RHP Zach Eflin Saturday RHP Vince Velasquez Sunday RHP Zack Wheeler,0
324,12839,gailog BleacherNation A help win division Theyve injuries To help stop Padres getting Theyve injuries,1
325,6899,I sure one going based Mike Foltynewiczs reaction knew Luis Torrens makes Mariners fourth,0
326,11514,Corey Dickerson making progress recovery foot contusion walking boot per Montoyo No timeline yet might resume baseball activity Dickerson currently rehabbing Blue Jays player development complex Dunedin Fla,1
327,642,Only two active big leaguers played games since Kyle Seager made debut Do know httpstcotkpzGlCH,0
328,6050,It personal choice make responsible choice team anyone contact,0
329,6219,The Yankees hand Astros second shutout loss season Texas beat Oakland Houston stays games The Astros previous shutout loss vs Seattle April,0
330,12074,Orioles say Ryan Mountcastle left today game left forearm contusion Xrays negative,1
331,12707,EvsShrek atdmlb pplsfr Braves He nice May returning IL This June st I negative He said heated recently I given recently You gave nice month httpstcotvDnvdoA,1
332,5247,nonsite ValiendoPadres I mean pretty good Not authentic I I enjoyed close enough ballpark fare,0
333,1334,Jake Diekman walked two lefthanded hitters eighth former As catcher Jonah Heim made hurt gametying single,0
334,11207,The Cubs today placed RHP Jake Arrieta day IL right hamstring tightness recalled RHP Cory Abbott IowaCubs httpstcozczGDSMa,1
335,7962,DigitalDvnprt From camera angle crowd could see area code side They saw palm tree side And gone flash,0
336,2237,A receivers area Judging Fields body language throw def miscommunication somewhere Bears,0
337,9950,Kahlil Watson second shortstop selected first round Marlins MLB Draft joining Josh Booty Yup one went play NFL Watson NCs first prep SS picked st round since Corey Seager No,0
338,5414,Youve probably seen Neil Walker represent Pirates Draft look team reps including former Pirates manager Clint Hurdle httpstcojfARJYEH,0
339,7327,Updated Fourrun first inning leakproof bullpen lead series sweep httpstcoMpdzLPde orioles,0
340,10078,Sources Trevor Bauers administrative leave extended days MLB consent MLBPA effective tomorrow,0
341,1198,Silas said entire coaching staff return next season,0
342,5678,Phillies love The Cuz tonight httpstcovnTFkVbML,0
343,9582,David Fletchers hit streak Maybe impressive hit first home run season,0
344,12898,The MNTwins placed Alex Kirilloff day IL recalled Willians Astudillo TripleA,1
345,3545,In interview two months ago Dave Dombrowski conceded Phillies trying lot things one time Howard year It balancing act There less Howards plate From late April via PhillyInquirer httpstcoSmlxSdLY,0
346,6556,Erick Fedde back tonight Stephen Strasburg getting closer returning well And Nationals rotation decisions make httpstcoHBJRcAqS,0
347,13701,Press box announcement Rays DH Nelson Cruz placed COVID IL,1
348,491,Mexico Gold Cup always like hit finals,0
349,10861,orioles activate reliever Cesar Valdez day IL option RHP Isaac Mattson,1
350,9763,We today BallySportsFL WINZ radiomambi Atlanta JuntosMiami httpstcoifUEQaJ,0
351,9951,So Phillies new closer José Alvarado threw pitches st game yesterday backup closer Archie Bradley threw nd game excloser Héctor Neris threw got save Could Neris close today Absolutely Girardi said Its funny works right,0
352,8670,Shohei Ohtani fouling two pitches front leg pulverizes drive RF seats MLBleading nd HR Angels lead RedSox bottom fifth,0
353,7781,Gio httpstcolXwTyUgKk,0
354,2532,Mookie Betts would evaluate year far Bad This would bad,0
355,7882,kingofchapter httpstcoZSUVkiC,0
356,13503,Rowan Wick overcame odd injury appear st majorleague game nearly year Now Cubs reliever reestablish backend role bullpen MMontemurros story httpstcoUHxMqvoL,1
357,1641,Our friends betqlapp weigh Mets thumbs fans booing team httpstcoIOBAINFvg,0
358,1719,The Brewers Reds begin series Milwaukee tonight eighth anniversary epic RealCarlosGomez robbery Joey Votto httpstcorDySobX,0
359,11881,Got ta get ABs heading Tokyo I believe working back injury,1
360,10307,Gerrit Cole It pretty brutal feeling let team like,0
361,9106,ReviewngTheBrew Here go,0
362,10472,The Nationals high Sam Bachman Now pick board,0
363,6715,steampie TheJimmyFund Wow generous Thanks,0
364,13022,Alejandro Kirk cover Danny Jansen returns injured list right hamstring strain Blue Jays announce,1
365,11610,Contreras beaned helmet Knocked gets right back check trainers stays game,1
366,12258,To clear Iowa Monday So Duffy meet team begin rehab stint Tuesday Toledo,1
367,4845,REPOST Bradley HR th Indians overcome bad baserunning beat KC httpstcoSObKdRmr,0
368,10116,Tonight ninth time Orioles issued seven walks one game They actually went first eight They losing tonight,0
369,5704,Seth Lugo gives second homer year Jacob Stallings sixth Mets lead Pirates one measly little run,0
370,13816,Gio Urshela raking rehab game SOMPatriots last night httpstcoAGqTIyZeW,1
371,2583,Trea Turner hits second homer game Padres,0
372,5691,The Tigers optioned RHP Bryan Garcia Triple A Toledo Prior tomorrow game Tigers recall RHP Rony García Triple A Toledo,0
373,190,MarraOwen AKatzman Were field talking players moment,0
374,13920,Tanner Rainey remains shut Rochester left side issue Once cleared throw need time build back Davey Martinez says Rainey really wants return pitch season ends though even outings,1
375,1744,Backstreet Boys member AJ McLean said time FreeBritney called conservatorship absolutely asinine httpstcotONnYUGp,0
376,10219,Joey Votto admires guys like David Ortiz Chipper Jones Torii Hunter Adrian Beltre finished careers I know one day I good enough play baseball anymore But long I opportunity I want keep fighting httpstconPbPstnqy,0
377,5706,Solid outing Javier allowed one hit one walk struck five batters three scoreless innings,0
378,729,Gleyber Torres last coming far tonight,0
379,5008,But allow run,0
380,6571,Jandel Gustave becomes rd different player Brewers roster year tying franchise record set Seattle Pilots matched Brewers,0
381,11258,Tyler O Neill scratched still dealing foodrelated allergy,1
382,6241,jengreenfield I know I get tv info PavlovicNBCS might know Direct TV,0
383,7169,Wilmer Flores confessed cried bit watching Friends Reunion When came I got chills said,0
384,13481,Moose Maggie react Gleyber Torres joining long line Yankees currently IL httpstcoosEZKcORX,1
385,8026,sadcincysports Nah I,0
386,12866,Wishing Rays minorleague pitcher speedy recovery nasty injury,1
387,5241,Tom exclusive stuff scouts experts Must read ahead draft,0
388,8461,Victor Gonzalez start tonight game opener Dodgers,0
389,826,Final stats NBAFinals FearTheDeer httpstcoQsiqWFxtq,0
390,4391,cdixon,0
391,10043,httpstcoYnLSeFWJZ,0
392,8949,Former middle school quarterback Justin Jefferson perfectly placed shoulder catch barnyardturtle practice httpstcoaoVpznqom,0
393,5600,First time park quite nice httpstcogomarFCfhp,0
394,8620,Lumpia calamansi limeade ballpark Filipino dream httpstcoaeXJTCBFy,0
395,8084,Yelich strikes three pitches Loup last one looking Three atbats three strikeouts,0
396,5863,dannyoneil I would disagree Frank Clark He performed near money KC paying Tate wouldve better player pay Harvin though,0
397,13949,ROSTER MOVE We placed RHP JT Brubaker Day IL reinstated RHP Bryse Wilson IL,1
398,9347,httpstcoHNdCQPa,0
399,1412,Aurelio Gotchu httpstcopZTtbBWIM,0
400,11176,RedSox pitching coach Dave Bush said Chris Sale fully built returning capable pitching innings minimum That suggests considerable rehab assignment,1
401,5835,Take lead final inning make critical error watch bullpen cough game Sprinkle questionable move along way manager rinse repeat The Phillies script achingly familiar Story PhillyInquirer httpstcouhTUIf,0
402,3217,NickBastianAZ JodyJackson BALLYSPORTSAZ Go Girl,0
403,8399,Same today BucksInSix,0
404,537,The Phillies threw pitches first six innings game,0
405,8428,Excellent player Nolan Arenado Manny Machado practices live grenades Never dropped one,0
406,1551,The Iglesias single overturned video review run still counts,0
407,14192,CatchDzHands For sure huge part He unreal April May Definitely struggled sticky stuff crack pretty solid month minus absence COVID list,1
408,6484,Remember Rays fans along Meadows Glasnow got look forward well,0
409,14098,George Springer ran bases hit cage took BP field What today pretty good test said Blue Jays manager Charlie Montoyo He run close per cent I would say He looked pretty fast He looked comfortable felt good,1
410,5983,Alex Cora said agree double playneighborhood play call th surprised overturned,0
411,2722,Padres Nationals still threatening runners nd rd outs third inning Yu Darvish given seven hits tonight,0
412,13616,johnsadak Hope well Just short IL stint back,1
413,4986,Katheri masnOrioles Doesn lot low ERAs choose pitch guys every night,0
414,9318,Shohei Ohtani solidifies role baseballs biggest attraction AllStar debut httpstcorwIiaFT,0
415,5703,A nice bounce back inning Lester retires side order,0
416,6326,I would love show Hot Rod Allen I would even let nice chair However Dr I Dr E say I must listen I strict pitch limit,0
417,2345,That said,0
418,6781,Screw official infield hit MIGUEL,0
419,528,DAZNES BritishGP Hamilton se lleva el triunfo en Silverstone tras una gran remontada se queda puntos de Verstappen EnDirecto httpstcoUcZpNsyjy httpstcoBDKDycEQxE,0
420,65,Baseball writers trying work fireworks game story ledes today httpstcoIYQiQkWlD,0
421,3552,Ohtanis backside dugout slider pops leftcenter RedSox th lead could avoid facing top Angels order,0
422,11930,Yadier Molina attend AllStar Game says He choosing rest foot earlier IL stint stlcards,1
423,11750,Yan Gomes felt pinch left oblique went throw ball back Paolo Espino warmups bottom second Will reevaluated tomorrow,1
424,11689,Tyler ONeills bout hand bruise allergic reaction Hes back Cards close first half Wrigley RHP Kyle Hendricks Cubs Carlson RF Goldschmidt B Arenado B ONeill LF Molina C Edman B Bader CF Sosa SS LeBlanc LHP,1
425,7688,Kapler confirmed Posey would miss AllStar Game Unclear go Joey Bart taxi squad least,0
426,5799,Means happy innings felt fine threw bullpen pitch outing Said plan one next w Bowie Norfolk return Os break,0
427,8850,Max Muncy hit pitch amp nobody Will Smith coming,0
428,9932,An incomplete list perfect pairs Peanut butter jelly Tram Lou Baseball thofJuly httpstcobLVPykAwv,0
429,1976,Six words either make break Fourth July plans Subway Series split doubleheader Sunday Game first pitch pm Game pm,0
430,9120,Each one job really well David Bell says bullpen gets better better every game httpstcogTYZukrBfq,0
431,970,About minutes ago said percent chance httpstconLKkCQr,0
432,2292,Nationals announce activated JoJo Gray reported today They optioned Tanner Rainey TripleA,0
433,725,dangainor I guess theory But lesser players often high schoolers major leverage secure college commitments You getting em K But M may convince,0
434,4643,LouTEPminer Miss ya Lou,0
435,12484,Aaron Boone said situation different outbreak May playercentric staff He revealed Gleyber Torres case May falsepositive,1
436,11034,Bryan Abreu rehab assignment Triple A He activated day IL ahead tonight game,1
437,11174,Cora said Santana would likely go IL Gonzalez They see player relies legsspeed Gonzalez RedSox,1
438,11565,Blue Jays manager Charlie Montoyo says George Springer daytoday amp still feeling quad Reiterates clubs cautious We want comfortable Montoyo says Springer feels fatigue running hitting rule pinchhitter Tuesday,1
